AF-A0A7I4YBR2-F1-model_v4.pdb,79,89,21,460,97,26,80
AF-A0A7I4YUU5-F1-model_v4.pdb,81,88,17,293,98,33,81
AF-A0A7I4YUD9-F1-model_v4.pdb,54,55,5,27,64,39,0
AF-A0A7I4YMX5-F1-model_v4.pdb,87,95,19,376,99,25,86
AF-A0A7I4YYZ6-F1-model_v4.pdb,68,63,17,295,95,45,40
AF-A0A7I5ED11-F1-model_v4.pdb,56,56,5,26,68,47,0
AF-A0A7I4Z6U6-F1-model_v4.pdb,70,77,19,359,93,27,62
AF-A0A7I4Y1G5-F1-model_v4.pdb,91,94,9,78,98,54,95
AF-A0A7I4XXZ2-F1-model_v4.pdb,58,52,22,495,97,25,31
AF-A0A7I4YUF4-F1-model_v4.pdb,63,63,20,402,95,30,44
AF-A0A7I4Z4Z7-F1-model_v4.pdb,53,52,9,79,71,35,2
AF-A0A7I4YMW3-F1-model_v4.pdb,77,90,19,361,96,40,65
AF-A0A7I4YIJ6-F1-model_v4.pdb,39,38,5,28,49,21,0
AF-A0A7I4Y6Y6-F1-model_v4.pdb,38,37,8,63,60,23,0
AF-A0A7I4XUU8-F1-model_v4.pdb,59,56,18,307,91,29,29
AF-A0A7I4Y6C4-F1-model_v4.pdb,96,98,5,27,99,50,99
AF-A0A7I4YC26-F1-model_v4.pdb,82,87,16,265,98,25,83
AF-A0A7I4YXK7-F1-model_v4.pdb,74,78,16,267,93,26,72
AF-A0A7I4XZP5-F1-model_v4.pdb,66,66,13,177,87,45,40
AF-A0A7I4Z0H6-F1-model_v4.pdb,57,56,7,50,75,38,8
AF-A0A7I4YNC9-F1-model_v4.pdb,85,92,18,316,99,31,85
AF-A0A7I4YME5-F1-model_v4.pdb,74,77,18,334,97,37,66
AF-A0A7I4XU53-F1-model_v4.pdb,41,41,6,37,56,28,0
AF-A0A7I4XS24-F1-model_v4.pdb,74,82,20,417,98,32,58
AF-A0A7I5EA68-F1-model_v4.pdb,85,96,22,482,99,30,80
AF-E9M5D3-F1-model_v4.pdb,68,69,21,448,97,27,49
AF-A0A7I4YEH9-F1-model_v4.pdb,74,90,28,758,99,25,67
AF-A0A7I4YG29-F1-model_v4.pdb,90,95,12,135,99,39,92
AF-A0A7I5E9G2-F1-model_v4.pdb,93,96,7,49,99,57,99
AF-A0A7I5EDP1-F1-model_v4.pdb,75,90,25,606,99,30,64
AF-A0A7I4YC01-F1-model_v4.pdb,87,96,21,453,99,21,88
AF-A0A7I4Y8H0-F1-model_v4.pdb,71,71,16,257,94,29,55
AF-A0A7I4Y4N7-F1-model_v4.pdb,77,86,22,467,98,28,70
AF-A0A7I4Y5H6-F1-model_v4.pdb,72,77,16,251,93,30,64
AF-A0A7I4Y9C8-F1-model_v4.pdb,60,60,20,382,97,29,29
AF-A0A7I4Z7T3-F1-model_v4.pdb,79,89,22,480,97,21,82
AF-A0A7I4YQU9-F1-model_v4.pdb,78,87,20,404,99,26,68
AF-A0A7I4Y2H5-F1-model_v4.pdb,80,95,25,625,98,28,74
AF-A0A7I4YXN5-F1-model_v4.pdb,58,58,12,144,82,38,21
AF-A0A7I4YSG7-F1-model_v4.pdb,64,60,23,532,97,27,47
AF-A0A7I4YQY2-F1-model_v4.pdb,94,98,12,143,99,28,96
AF-A0A7I4YRM0-F1-model_v4.pdb,61,56,31,987,99,23,45
AF-A0A7I4Y5L6-F1-model_v4.pdb,49,46,9,77,71,35,1
AF-A0A7I4XZY8-F1-model_v4.pdb,89,93,14,183,98,23,94
