SSTP_0000000500	XLOC_005664	0.612545045964382385
SSTP_0000000600	XLOC_009789	0.657439191270406334
SSTP_0000001200	XLOC_009264	0.292835902962390486
SSTP_0000001400	XLOC_010862	0.63
SSTP_0000001425	XLOC_010863	0.63
SSTP_0000001450	XLOC_010864	0.63
SSTP_0000001475	XLOC_009914	0.320856463124504362
SSTP_0000001500	XLOC_010867	0.582706766917293233
SSTP_0000001600	XLOC_010868	0.68709050909948218
SSTP_0000001700	XLOC_010769	0.642182650075238904
SSTP_0000001800	XLOC_010869	0.682320591323512595
SSTP_0000001900	XLOC_010770	0.699614750982131542
SSTP_0000002000	XLOC_010870	0.7
SSTP_0000002100	XLOC_010771	0.7
SSTP_0000002200	XLOC_010772	0.696221651164827843
SSTP_0000002300	XLOC_010773	0.7
SSTP_0000002400	XLOC_010774	0.7
SSTP_0000002500	XLOC_010775	0.485427763292416749
SSTP_0000002700	XLOC_010871	0.7
SSTP_0000002800	XLOC_010872	0.621321628248811997
SSTP_0000002900	XLOC_010873	0.7
SSTP_0000002950	XLOC_011172	0.469538461538461538
SSTP_0000003000	XLOC_010777	0.7
SSTP_0000003100	XLOC_010778	0.696617237823686782
SSTP_0000003200	XLOC_010875	0.528500593491992441
SSTP_0000003600	XLOC_010779	0.473748323375198147
SSTP_0000003700	XLOC_010780	0.69092570196992938
SSTP_0000003800	XLOC_010781	0.7
SSTP_0000003900	XLOC_010782	0.7
SSTP_0000004000	XLOC_010876	0.7
SSTP_0000004100	XLOC_010877	0.63
SSTP_0000004200	XLOC_010783	0.7
SSTP_0000004300	XLOC_010784	0.7
SSTP_0000004600	XLOC_008642	0.7
SSTP_0000004650	XLOC_008643	0.63
SSTP_0000004700	XLOC_008644	0.663309946347503095
SSTP_0000004900	XLOC_009289	0.307758620689655172
SSTP_0000005000	XLOC_009290	0.7
SSTP_0000005050	XLOC_008646	0.7
SSTP_0000005100	XLOC_009291	0.7
SSTP_0000005200	XLOC_009292	0.63
SSTP_0000005225	XLOC_008647	0.560223673101669711
SSTP_0000005250	XLOC_009293	0.63
SSTP_0000005275	XLOC_008593	0.125556600815302603
SSTP_0000005400	XLOC_009294	0.501701665741341209
SSTP_0000006050	nbisL1-mrna-30	0.7
SSTP_0000006400	XLOC_008648	0.25413616390013274
SSTP_0000006425	XLOC_009295	0.63
SSTP_0000007400	XLOC_005405	0.7
SSTP_0000007500	XLOC_007750	0.365071819091171877
SSTP_0000007600	XLOC_005404	0.7
SSTP_0000007700	XLOC_007749	0.7
SSTP_0000007800	XLOC_005403	0.7
SSTP_0000007900	XLOC_007748	0.694320486815415821
SSTP_0000008000	XLOC_007747	0.491036775914976995
SSTP_0000008200	XLOC_005402	0.7
SSTP_0000008400	XLOC_005401	0.478436096840550074
SSTP_0000008700	XLOC_007746	0.7
SSTP_0000008900	XLOC_007745	0.531706720155021699
SSTP_0000009000	XLOC_005400	0.7
SSTP_0000009100	XLOC_005399	0.680659936966295361
SSTP_0000009200	XLOC_007744	0.524405095668885599
SSTP_0000009400	XLOC_005398	0.7
SSTP_0000009500	XLOC_007743	0.7
SSTP_0000009600	XLOC_005397	0.7
SSTP_0000009700	XLOC_007742	0.693488708593871118
SSTP_0000009800	XLOC_005396	0.7
SSTP_0000009900	XLOC_005395	0.517287695568512743
SSTP_0000010100	XLOC_007741	0.699456099456099456
SSTP_0000010200	XLOC_005394	0.694770544290288154
SSTP_0000010300	XLOC_005393	0.686679359052689768
SSTP_0000010400	XLOC_007740	0.7
SSTP_0000010500	XLOC_007739	0.7
SSTP_0000010600	XLOC_007738	0.7
SSTP_0000010700	XLOC_007737	0.7
SSTP_0000010800	XLOC_005392	0.7
SSTP_0000011000	XLOC_005391	0.563960864807239946
SSTP_0000011100	XLOC_007736	0.696786922854415129
SSTP_0000011200	XLOC_007735	0.7
SSTP_0000011300	XLOC_005390	0.7
SSTP_0000011400	XLOC_005389	0.665697092047405711
SSTP_0000011500	XLOC_007734	0.7
SSTP_0000011600	XLOC_007732	0.481180720467577151
SSTP_0000011800	XLOC_007731	0.648448745037776924
SSTP_0000011900	XLOC_005388	0.690851151422928403
SSTP_0000012000	nbisL1-mrna-15	0.7
SSTP_0000012600	XLOC_007727	0.7
SSTP_0000012700	XLOC_005386	0.7
SSTP_0000012800	XLOC_007726	0.624652772658736807
SSTP_0000012900	XLOC_005385	0.7
SSTP_0000013000	XLOC_007725	0.696943952802359882
SSTP_0000013100	XLOC_005384	0.7
SSTP_0000013200	XLOC_007724	0.698931297709923664
SSTP_0000013300	XLOC_007723	0.7
SSTP_0000013400	XLOC_005383	0.690774104683195592
SSTP_0000013500	XLOC_005382	0.554931528045794873
SSTP_0000013800	XLOC_007722	0.7
SSTP_0000013900	XLOC_005381	0.7
SSTP_0000014000	XLOC_007721	0.675593108652446088
SSTP_0000014100	XLOC_005380	0.392396209107340219
SSTP_0000014200	XLOC_007720	0.7
SSTP_0000014300	XLOC_005379	0.7
SSTP_0000014400	XLOC_005378	0.64789272030651341
SSTP_0000014600	XLOC_007719	0.493471837318993521
SSTP_0000014700	XLOC_007718	0.7
SSTP_0000014800	XLOC_005377	0.7
SSTP_0000014900	XLOC_007717	0.590418843456203441
SSTP_0000015000	XLOC_007716	0.7
